year,name,born,generation,Female,Male
1995,93,1902,other,524.624,181.722
1995,94,1901,other,393.77,122.188
1995,95,1900,other,287.29,82.258
1995,96,1899,other,206.663,59.527
1995,97,1898,other,144.337,42.563
1995,98,1897,other,92.901,25.409
1995,99,1896,other,52.725,9.901
1995,100,1895,other,100.707,24.03
1996,0,1996,millennial,57445.696,61260.359
1996,1,1995,millennial,58027.474,61863.717
1996,2,1994,millennial,59691.473,63541.976
1996,3,1993,millennial,60914.521,64746.916
1996,4,1992,millennial,61728.632,65514.076
1996,5,1991,millennial,62165.851,65878.867
1996,6,1990,millennial,62281.99,65901.992
1996,7,1989,millennial,62132.79,65644.075
1996,8,1988,millennial,61631.653,65014.856
1996,9,1987,millennial,60763.189,63999.543
1996,10,1986,millennial,59630.617,62709.073
1996,11,1985,millennial,58374.417,61289.981
1996,12,1984,millennial,56992.717,59737.957
1996,13,1983,millennial,55687.272,58287.562
1996,14,1982,millennial,54581.749,57079.093
1996,15,1981,millennial,53630.055,56053.712
1996,16,1980,x,52623.912,54970.265
1996,17,1979,x,51558.607,53826.498
1996,18,1978,x,50792.198,52997.533
1996,19,1977,x,50467.41,52630.016
1996,20,1976,x,50424.771,52556.063
1996,21,1975,x,50353.72,52457.339
1996,22,1974,x,50306.58,52392.964
1996,23,1973,x,50153.031,52192.374
1996,24,1972,x,49793.621,51736.978
1996,25,1971,x,49281.008,51099.512
1996,26,1970,x,48783.522,50483.725
1996,27,1969,x,48287.075,49863.807
1996,28,1968,x,47630.662,49116.46
1996,29,1967,x,46757.198,48205.424
1996,30,1966,x,45731.841,47175.574
1996,31,1965,x,44692.756,46125.573
1996,32,1964,boomer,43631.216,45056.628
1996,33,1963,boomer,42541.392,43939.826
1996,34,1962,boomer,41440.437,42777.581
1996,35,1961,boomer,40343.213,41597.401
1996,36,1960,boomer,39210.499,40384.424
1996,37,1959,boomer,38005.766,39093.793
1996,38,1958,boomer,37009.043,38024.498
1996,39,1957,boomer,36341.684,37308.702
1996,40,1956,boomer,35861.194,36791.791
1996,41,1955,boomer,35338.186,36228.108
1996,42,1954,boomer,34859.758,35715.873
1996,43,1953,boomer,34085.078,34868.622
1996,44,1952,boomer,32834.502,33484.959
1996,45,1951,boomer,31285.115,31767.294
1996,46,1950,boomer,29812.611,30132.067
1996,47,1949,boomer,28364.844,28511.033
1996,48,1948,boomer,26981.197,27006.113
1996,49,1947,boomer,25726.603,25714.945
1996,50,1946,boomer,24589.589,24593.378
1996,51,1945,silent,23452.534,23460.852
1996,52,1944,silent,22289.329,22307.163
1996,53,1943,silent,21436.44,21429.016
1996,54,1942,silent,21033.811,20941.321
1996,55,1941,silent,20919.296,20703.049
1996,56,1940,silent,20805.041,20470.284
1996,57,1939,silent,20765.667,20306.072
1996,58,1938,silent,20542.642,19970.281
1996,59,1937,silent,19983.64,19323.083
1996,60,1936,silent,19213.873,18477.565
1996,61,1935,silent,18501.761,17680.536
1996,62,1934,silent,17782.487,16875.625
1996,63,1933,silent,17132.117,16112.945
1996,64,1932,silent,16611.853,15439.94
1996,65,1931,silent,16165.438,14815.232
1996,66,1930,silent,15678.266,14160.653
1996,67,1929,silent,15176.613,13504.642
1996,68,1928,silent,14614.5,12776.609
1996,69,1927,other,13958.704,11937.805
1996,70,1926,other,13235.961,11031.787
1996,71,1925,other,12523.991,10146.84
1996,72,1924,greatest,11828.263,9272.392
1996,73,1923,greatest,11065.651,8426.329
1996,74,1922,greatest,10209.369,7628.841
1996,75,1921,greatest,9306.492,6876.233
1996,76,1920,greatest,8416.347,6138.552
1996,77,1919,greatest,7509.599,5414.237
1996,78,1918,greatest,6749.561,4774.559
1996,79,1917,greatest,6218.049,4249.611
1996,80,1916,greatest,5836.24,3808.861
1996,81,1915,greatest,5452.032,3394.45
1996,82,1914,greatest,5107.567,3022.079
1996,83,1913,greatest,4702.225,2651.429
1996,84,1912,greatest,4174.361,2258.041
1996,85,1911,greatest,3579.906,1863.054
1996,86,1910,greatest,3034.886,1508.634
1996,87,1909,other,2519.175,1183.299
1996,88,1908,other,2061.088,910.694
1996,89,1907,other,1687.541,705.883
1996,90,1906,other,1380.203,553.451
1996,91,1905,other,1089.558,419.815
1996,92,1904,other,820.999,309.006
1996,93,1903,other,602.841,221.169
1996,94,1902,other,442.982,152.47
1996,95,1901,other,328.979,100.836
1996,96,1900,other,218.372,63.189
1996,97,1899,other,151.311,44.994
1996,98,1898,other,96.994,26.811
1996,99,1897,other,55.28,10.559
1996,100,1896,other,105.942,24.919
1997,0,1997,z,57615.302,61433.609
1997,1,1996,millennial,58883.683,62758.282
1997,2,1995,millennial,58172.908,62024.916
1997,3,1994,millennial,59531.261,63385.281
1997,4,1993,millennial,60578.725,64407.422
1997,5,1992,millennial,61324.552,65103.029
1997,6,1991,millennial,61778.003,65483.774
1997,7,1990,millennial,61995.81,65611.578
1997,8,1989,millennial,62034.745,65548.422
1997,9,1988,millennial,61666.739,65054.475
1997,10,1987,millennial,60806.183,64040.823
1997,11,1986,millennial,59604.694,62670.044
1997,12,1985,millennial,58322.211,61215.24
1997,13,1984,millennial,56933.834,59647.939
1997,14,1983,millennial,55619.503,58180.844
1997,15,1982,millennial,54504.226,56956.354
1997,16,1981,millennial,53542.305,55915.797
1997,17,1980,x,52524.236,54815.483
1997,18,1979,x,51445.279,53653.169
1997,19,1978,x,50669.565,52812.081
1997,20,1977,x,50342.686,52442.441
1997,21,1976,x,50302.795,52373.206
1997,22,1975,x,50233.918,52278.696
1997,23,1974,x,50189.108,52218.666
1997,24,1973,x,50039.011,52024.459
1997,25,1972,x,49683.992,51577.407
1997,26,1971,x,49176.321,50949.248
1997,27,1970,x,48684.192,50343.159
1997,28,1969,x,48193.513,49733.875
1997,29,1968,x,47541.422,48992.558
1997,30,1967,x,46669.867,48080.166
1997,31,1966,x,45644.696,47044.093
1997,32,1965,x,44605.807,45988.126
1997,33,1964,boomer,43544.287,44912.446
1997,34,1963,boomer,42453.563,43789.537
1997,35,1962,boomer,41350.597,42623.017
1997,36,1961,boomer,40250.595,41439.546
1997,37,1960,boomer,39114.755,40222.37
1997,38,1959,boomer,37906.518,38927.054
1997,39,1958,boomer,36906.414,37852.612
1997,40,1957,boomer,36236.141,37130.891
1997,41,1956,boomer,35752.983,36607.678
1997,42,1955,boomer,35226.936,36037.54
1997,43,1954,boomer,34745.083,35518.551
1997,44,1953,boomer,33967.449,34665.256
1997,45,1952,boomer,32714.737,33276.768
1997,46,1951,boomer,31163.569,31554.966
1997,47,1950,boomer,29688.728,29914.909
1997,48,1949,boomer,28238.02,28288.232
1997,49,1948,boomer,26851.006,26777.897
1997,50,1947,boomer,25592.505,25481.757
1997,51,1946,boomer,24450.869,24355.005
1997,52,1945,silent,23308.521,23216.61
1997,53,1944,silent,22139.725,22057.053
1997,54,1943,silent,21278.67,21168.918
1997,55,1942,silent,20864.31,20665.2
1997,56,1941,silent,20735.584,20406.97
1997,57,1940,silent,20606.564,20154.196
1997,58,1939,silent,20551.315,19969.013
1997,59,1938,silent,20313.16,19613.834
1997,60,1937,silent,19740.817,18950.516
1997,61,1936,silent,18958.565,18090.83
1997,62,1935,silent,18233.243,17279.57
1997,63,1934,silent,17500.976,16461.719
1997,64,1933,silent,16834.789,15683.424
1997,65,1932,silent,16294.531,14990.247
1997,66,1931,silent,15825.65,14343.336
1997,67,1930,silent,15317.101,13668.836
1997,68,1929,silent,14794.678,12993.998
1997,69,1928,silent,14213.397,12253.405
1997,70,1927,other,13540.822,11411.208
1997,71,1926,other,12803.623,10508.628
1997,72,1925,other,12077.91,9628.299
1997,73,1924,greatest,11368.882,8760.354
1997,74,1923,greatest,10597.912,7924.034
1997,75,1922,greatest,9740.22,7139.494
1997,76,1921,greatest,8840.645,6402.484
1997,77,1920,greatest,7955.603,5682.758
1997,78,1919,greatest,7057.759,4979.256
1997,79,1918,greatest,6302.068,4359.464
1997,80,1917,greatest,5766.412,3851.805
1997,81,1916,greatest,5376.526,3427.426
1997,82,1915,greatest,4987.76,3030.88
1997,83,1914,greatest,4639.775,2676.451
1997,84,1913,greatest,4242.426,2329.62
1997,85,1912,greatest,3739.902,1968.79
1997,86,1911,greatest,3182.397,1611.629
1997,87,1910,greatest,2674.041,1293.885
1997,88,1909,other,2195.711,1005.231
1997,89,1908,other,1775.895,765.412
1997,90,1907,other,1439.92,586.84
1997,91,1906,other,1169.173,455.734
1997,92,1905,other,915.502,343.073
1997,93,1904,other,684.307,252.162
1997,94,1903,other,497.784,180.374
1997,95,1902,other,361.116,123.171
1997,96,1901,other,264.008,79.432
1997,97,1900,other,158.418,48.042
1997,98,1899,other,101.126,28.832
1997,99,1898,other,58.081,11.6
1997,100,1897,other,111.366,25.835
1998,0,1998,z,58205.088,62037.739
1998,1,1997,z,58714.982,62598
1998,2,1996,millennial,59208.025,63114.549
1998,3,1995,millennial,58304.481,62169.713
1998,4,1994,millennial,59354.514,63209.321
1998,5,1993,millennial,60224.095,64046.334
1998,6,1992,millennial,60899.774,64668.535
1998,7,1991,millennial,61367.986,65063.766
1998,8,1990,millennial,61686.361,65295.161
1998,9,1989,millennial,61912.413,65425.855
1998,10,1988,millennial,61677.349,65067.133
1998,11,1987,millennial,60825.568,64056.265
1998,12,1986,millennial,59556.73,62606.922
1998,13,1985,millennial,58249.527,61118.298
1998,14,1984,millennial,56856.258,59537.73
1998,15,1983,millennial,55534.389,58055.445
1998,16,1982,millennial,54409.874,56815.561
1998,17,1981,millennial,53437.656,55759.759
1998,18,1980,x,52407.75,54642.69
1998,19,1979,x,51315.268,53461.957
1998,20,1978,x,50529.974,52608.427
1998,21,1977,x,50200.141,52235.741
1998,22,1976,x,50161.81,52169.987
1998,23,1975,x,50093.96,52078.37
1998,24,1974,x,50050.249,52021.359
1998,25,1973,x,49902.602,51832.528
1998,26,1972,x,49551.379,51393.275
1998,27,1971,x,49048.347,50774.256
1998,28,1970,x,48561.238,50177.668
1998,29,1969,x,48076.018,49578.897
1998,30,1968,x,47428.395,48843.781
1998,31,1967,x,46559.436,47930.79
1998,32,1966,x,45535.56,46889.54
1998,33,1965,x,44497.966,45828.706
1998,34,1964,boomer,43437.666,44747.412
1998,35,1963,boomer,42347.076,43619.484
1998,36,1962,boomer,41243.041,42449.606
1998,37,1961,boomer,40140.97,41263.647
1998,38,1960,boomer,39002.83,40043.108
1998,39,1959,boomer,37792.001,38744.112
1998,40,1958,boomer,36788.985,37664.981
1998,41,1957,boomer,36115.561,36937.158
1998,42,1956,boomer,35629.101,36406.975
1998,43,1955,boomer,35099.452,35829.85
1998,44,1954,boomer,34613.472,35303.374
1998,45,1953,boomer,33832.773,34443.938
1998,46,1952,boomer,32578.655,33051.459
1998,47,1951,boomer,31027.033,31326.936
1998,48,1950,boomer,29551.06,29683.334
1998,49,1949,boomer,28098.603,28052.325
1998,50,1948,boomer,26709.285,26537.686
1998,51,1947,boomer,25447.663,25237.333
1998,52,1946,boomer,24301.987,24105.875
1998,53,1945,silent,23155.008,22962.165
1998,54,1944,silent,21981.265,21797.295
1998,55,1943,silent,21112.486,20899.566
1998,56,1942,silent,20686.465,20379.879
1998,57,1941,silent,20543.382,20101.598
1998,58,1940,silent,20399.472,19828.651
1998,59,1939,silent,20328.113,19622.319
1998,60,1938,silent,20074.785,19247.749
1998,61,1937,silent,19489.331,18568.625
1998,62,1936,silent,18695.008,17695.294
1998,63,1935,silent,17956.85,16870.303
1998,64,1934,silent,17211.92,16040.029
1998,65,1933,silent,16530.289,15246.57
1998,66,1932,silent,15970.255,14533.583
1998,67,1931,silent,15479.12,13864.845
1998,68,1930,silent,14949.355,13170.797
1998,69,1929,silent,14406.435,12477.456
1998,70,1928,silent,13806.213,11724.722
1998,71,1927,other,13117.237,10879.646
1998,72,1926,other,12365.961,9981.048
1998,73,1925,other,11626.925,9105.901
1998,74,1924,greatest,10904.951,8244.977
1998,75,1923,greatest,10126.009,7418.857
1998,76,1922,greatest,9267.254,6647.586
1998,77,1921,greatest,8371.32,5926.404
1998,78,1920,greatest,7491.723,5224.864
1998,79,1919,greatest,6603.082,4542.357
1998,80,1918,greatest,5852.083,3942.677
1998,81,1917,greatest,5312.47,3452.524
1998,82,1916,greatest,4914.715,3044.74
1998,83,1915,greatest,4521.602,2666.253
1998,84,1914,greatest,4170.252,2329.932
1998,85,1913,greatest,3781.124,2007.096
1998,86,1912,greatest,3304.092,1678.947
1998,87,1911,greatest,2783.822,1359.748
1998,88,1910,greatest,2312.337,1078.8
1998,89,1909,other,1871.593,826.929
1998,90,1908,other,1490.21,619.935
1998,91,1907,other,1191.929,467.69
1998,92,1906,other,957.845,357.932
1998,93,1905,other,741.241,266.253
1998,94,1904,other,547.477,195.293
1998,95,1903,other,392.6,139.566
1998,96,1902,other,279.16,93.832
1998,97,1901,other,199.022,58.016
1998,98,1900,other,105.559,31.202
1998,99,1899,other,61.217,12.772
1998,100,1898,other,117.118,26.892
1999,0,1999,z,58950.079,62815.475
1999,1,1998,z,58703.441,62604.014
1999,2,1997,z,58667.154,62585.36
1999,3,1996,millennial,58799.385,62718.163
1999,4,1995,millennial,58440.916,62321.527
1999,5,1994,millennial,59184.164,63042.13
1999,6,1993,millennial,59876.929,63695.103
1999,7,1992,millennial,60483.048,64244.553
1999,8,1991,millennial,60966.307,64654.571
1999,9,1990,millennial,61385.096,64989.425
1999,10,1989,millennial,61797.87,65313.519
1999,11,1988,millennial,61695.327,65089.543
1999,12,1987,millennial,60852.02,64081.059
1999,13,1986,millennial,59515.607,62552.934
1999,14,1985,millennial,58183.329,61030.014
1999,15,1984,millennial,56784.701,59435.646
1999,16,1983,millennial,55454.915,57937.74
1999,17,1982,millennial,54320.995,56682.245
1999,18,1981,millennial,53338.478,55611.122
1999,19,1980,x,52296.67,54477.202
1999,20,1979,x,51190.597,53277.967
1999,21,1978,x,50395.752,52411.949
1999,22,1977,x,50063.086,52036.406
1999,23,1976,x,50026.538,51974.307
1999,24,1975,x,49959.864,51885.846
1999,25,1974,x,49917.495,51832.098
1999,26,1973,x,49772.461,51648.76
1999,27,1972,x,49425.075,51217.381
1999,28,1971,x,48926.65,50607.444
1999,29,1970,x,48444.575,50020.308
1999,30,1969,x,47964.799,49431.984
1999,31,1968,x,47321.506,48702.959
1999,32,1967,x,46454.995,47789.097
1999,33,1966,x,45432.102,46742.399
1999,34,1965,x,44395.566,45676.39
1999,35,1964,boomer,43336.131,44589.18
1999,36,1963,boomer,42245.462,43455.888
1999,37,1962,boomer,41140.067,42282.396
1999,38,1961,boomer,40035.74,41093.694
1999,39,1960,boomer,38895.066,39869.5
1999,40,1959,boomer,37681.417,38566.52
1999,41,1958,boomer,36675.359,37482.555
1999,42,1957,boomer,35998.799,36748.575
1999,43,1956,boomer,35509.141,36211.52
1999,44,1955,boomer,34976.003,35627.413
1999,45,1954,boomer,34486.021,35093.598
1999,46,1953,boomer,33702.231,34227.976
1999,47,1952,boomer,32446.622,32831.283
1999,48,1951,boomer,30894.286,31103.7
1999,49,1950,boomer,29416.923,29456.266
1999,50,1949,boomer,27962.543,27820.612
1999,51,1948,boomer,26570.677,26301.403
1999,52,1947,boomer,25305.736,24996.614
1999,53,1946,boomer,24155.838,23860.249
1999,54,1945,silent,23004.028,22711.013
1999,55,1944,silent,21825.139,21540.659
1999,56,1943,silent,20948.483,20633.163
1999,57,1942,silent,20510.861,20097.523
1999,58,1941,silent,20353.515,19799.181
1999,59,1940,silent,20194.782,19506.122
1999,60,1939,silent,20107.46,19278.704
1999,61,1938,silent,19838.984,18884.788
1999,62,1937,silent,19240.38,18189.769
1999,63,1936,silent,18433.906,17302.735
1999,64,1935,silent,17682.799,16463.92
1999,65,1934,silent,16925.115,15621.13
1999,66,1933,silent,16227.948,14812.434
1999,67,1932,silent,15648.039,14079.532
1999,68,1931,silent,15134.602,13388.868
1999,69,1930,silent,14583.548,12675.129
1999,70,1929,silent,14020.016,11963.21
1999,71,1928,silent,13400.782,11198.198
1999,72,1927,other,12695.292,10350.082
1999,73,1926,other,11929.855,9455.333
1999,74,1925,other,11177.372,8585.165
1999,75,1924,greatest,10442.358,7731.122
1999,76,1923,greatest,9655.386,6915.053
1999,77,1922,greatest,8795.423,6156.92
1999,78,1921,greatest,7903.031,5451.441
1999,79,1920,greatest,7028.743,4767.961
1999,80,1919,greatest,6149.255,4106.324
1999,81,1918,greatest,5402.825,3526.657
1999,82,1917,greatest,4859.233,3053.928
1999,83,1916,greatest,4453.599,2662.681
1999,84,1915,greatest,4056.129,2302.183
1999,85,1914,greatest,3701.386,1983.925
1999,86,1913,greatest,3320.453,1685.025
1999,87,1912,greatest,2868.87,1389.509
1999,88,1911,greatest,2385.691,1108.181
1999,89,1910,greatest,1950.998,863.948
1999,90,1909,other,1547.736,648.787
1999,91,1908,other,1204.723,474.606
1999,92,1907,other,944.107,348.631
1999,93,1906,other,746.624,260.199
1999,94,1905,other,567.085,189.493
1999,95,1904,other,410.676,138.448
1999,96,1903,other,287.479,98.741
1999,97,1902,other,197.249,64.524
1999,98,1901,other,134.035,36.617
1999,99,1900,other,64.875,14.135
1999,100,1899,other,123.328,28.167
2000,0,2E+03,z,59647.298,63567.923
2000,1,1999,z,58805.995,62740.608
2000,2,1998,z,58338.36,62278.715
2000,3,1997,z,58185.496,62122.691
2000,4,1996,millennial,58288.499,62212.771
2000,5,1995,millennial,58588.541,62489.307
2000,6,1994,millennial,59026.652,62892.617
2000,7,1993,millennial,59543.938,63362.983
2000,8,1992,millennial,60081.548,63840.752
2000,9,1991,millennial,60580.569,64266.265
2000,10,1990,millennial,61100.338,64705.12
2000,11,1989,millennial,61700.243,65222.982
2000,12,1988,millennial,61730.134,65133.574
2000,13,1987,millennial,60894.639,64126.634
2000,14,1986,millennial,59489.588,62518.38
2000,15,1985,millennial,58131.126,60959.859
2000,16,1984,millennial,56725.91,59350.217
2000,17,1983,millennial,55387.323,57835.607
2000,18,1982,millennial,54243.635,56564.036
2000,19,1981,millennial,53250.826,55477.591
2000,20,1980,x,52197.082,54326.715
2000,21,1979,x,51077.351,53108.836
2000,22,1978,x,50273.113,52230.568
2000,23,1977,x,49938.103,51852.701
2000,24,1976,x,49903.989,51795.148
2000,25,1975,x,49839.202,51710.648
2000,26,1974,x,49798.836,51661.034
2000,27,1973,x,49656.952,51483.853
2000,28,1972,x,49313.719,51060.569
2000,29,1971,x,48820.048,50459.678
2000,30,1970,x,48343.09,49881.985
2000,31,1969,x,47868.897,49304.035
2000,32,1968,x,47229.791,48580.837
2000,33,1967,x,46365.18,47665.515
2000,34,1966,x,45342.542,46612.53
2000,35,1965,x,44306.284,45540.502
2000,36,1964,boomer,43246.978,44446.509
2000,37,1963,boomer,42155.483,43307.068
2000,38,1962,boomer,41048.147,42129.204
2000,39,1961,boomer,39941.071,40937.148
2000,40,1960,boomer,38797.361,39708.7
2000,41,1959,boomer,37580.285,38401.017
2000,42,1958,boomer,36570.888,37311.751
2000,43,1957,boomer,35891.332,36571.708
2000,44,1956,boomer,35398.894,36028.062
2000,45,1955,boomer,34862.613,35437.306
2000,46,1954,boomer,34369.085,34896.465
2000,47,1953,boomer,33582.334,34024.659
2000,48,1952,boomer,32324.794,32623.215
2000,49,1951,boomer,30771.019,30891.673
2000,50,1950,boomer,29291.621,29239.546
2000,51,1949,boomer,27834.63,27598.441
2000,52,1948,boomer,26439.633,26073.904
2000,53,1947,boomer,25170.868,24764.137
2000,54,1946,boomer,24016.292,23622.472
2000,55,1945,silent,22859.209,22467.306
2000,56,1944,silent,21674.701,21291.004
2000,57,1943,silent,20789.909,20373.469
2000,58,1942,silent,20340.647,19821.797
2000,59,1941,silent,20169.246,19503.518
2000,60,1940,silent,19995.878,19190.449
2000,61,1939,silent,19892.792,18942.06
2000,62,1938,silent,19609.26,18528.802
2000,63,1937,silent,18997.38,17817.728
2000,64,1936,silent,18178.399,16916.636
2000,65,1935,silent,17414.114,16063.686
2000,66,1934,silent,16643.397,15208.07
2000,67,1933,silent,15930.415,14383.84
2000,68,1932,silent,15330.499,13630.754
2000,69,1931,silent,14794.582,12917.9
2000,70,1930,silent,14222.091,12184.189
2000,71,1929,silent,13637.777,11453.412
2000,72,1928,silent,12999.327,10675.788
2000,73,1927,other,12277.049,9824.284
2000,74,1926,other,11497.168,8932.946
2000,75,1925,other,10730.95,8067.384
2000,76,1924,greatest,9982.626,7219.794
2000,77,1923,greatest,9187.303,6413.417
2000,78,1922,greatest,8325.909,5668.167
2000,79,1921,greatest,7436.774,4978.152
2000,80,1920,greatest,6567.581,4312.539
2000,81,1919,greatest,5696.941,3671.573
2000,82,1918,greatest,4954.875,3111.732
2000,83,1917,greatest,4407.215,2656.287
2000,84,1916,greatest,3993.625,2281.448
2000,85,1915,greatest,3591.736,1938.856
2000,86,1914,greatest,3233.58,1638.572
2000,87,1913,greatest,2860.751,1363.511
2000,88,1912,greatest,2434.472,1100.518
2000,89,1911,greatest,1988.232,856.969
2000,90,1910,greatest,1590.171,649.368
2000,91,1909,other,1224.249,470.838
2000,92,1908,other,919.487,329.395
2000,93,1907,other,696.439,229.639
2000,94,1906,other,535.56,162.53
2000,95,1905,other,393.009,112.782
2000,96,1904,other,273.975,81.611
2000,97,1903,other,182.402,57.964
2000,98,1902,other,115.362,35.203
2000,99,1901,other,69.072,15.23
2000,100,1900,other,130.158,29.774
2001,0,2001,z,60230.217,64218.967
2001,1,2E+03,z,59241.017,63164.134
2001,2,1999,z,58538.788,62467.678
2001,3,1998,z,58171.054,62100.798
2001,4,1997,z,58084.519,62008.91
2001,5,1996,millennial,58225.965,62137.2
2001,6,1995,millennial,58537.128,62426.636
2001,7,1994,millennial,58959.726,62818.05
2001,8,1993,millennial,59465.514,63278.874
2001,9,1992,millennial,60011.262,63763.276
2001,10,1991,millennial,60528.728,64203.31
2001,11,1990,millennial,61053.184,64643.854
2001,12,1989,millennial,61649.999,65156.48
2001,13,1988,millennial,61672.874,65055.359
2001,14,1987,millennial,60826.242,64028.981
2001,15,1986,millennial,59407.721,62396.835
2001,16,1985,millennial,58034.367,60813.637
2001,17,1984,millennial,56611.525,59176.927
2001,18,1983,millennial,55262.878,57644.565
2001,19,1982,millennial,54121.66,56370.517
2001,20,1981,millennial,53138.935,55291.603
2001,21,1980,x,52093.922,54146.883
2001,22,1979,x,50984.096,52935.936
2001,23,1978,x,50183.971,52063.529
2001,24,1977,x,49843.112,51688.367
2001,25,1976,x,49797.027,51631.548
2001,26,1975,x,49721.856,51548.93
2001,27,1974,x,49670.651,51501.57
2001,28,1973,x,49521.764,51326.176
2001,29,1972,x,49178.12,50904.075
2001,30,1971,x,48688.124,50303.596
2001,31,1970,x,48213.766,49725.742
2001,32,1969,x,47742.109,49147.09
2001,33,1968,x,47104.293,48421.519
2001,34,1967,x,46238.584,47501.647
2001,35,1966,x,45213.194,46442.373
2001,36,1965,x,44174.761,45363.789
2001,37,1964,boomer,43113.807,44263.184
2001,38,1963,boomer,42019.1,43115.155
2001,39,1962,boomer,40906.318,41926.074
2001,40,1961,boomer,39792.561,40721.323
2001,41,1960,boomer,38642.224,39480.355
2001,42,1959,boomer,37417.799,38159.809
2001,43,1958,boomer,36404.17,37060.418
2001,44,1957,boomer,35725.335,36314.557
2001,45,1956,boomer,35236.629,35768.09
2001,46,1955,boomer,34703.235,35174.041
2001,47,1954,boomer,34212.525,34629.508
2001,48,1953,boomer,33426.813,33755.705
2001,49,1952,boomer,32167.319,32354.499
2001,50,1951,boomer,30609.403,30624.225
2001,51,1950,boomer,29125.391,28972.576
2001,52,1949,boomer,27662.732,27331.319
2001,53,1948,boomer,26261.602,25804.259
2001,54,1947,boomer,24986.654,24488.504
2001,55,1946,boomer,23825.166,23337.795
2001,56,1945,silent,22660.048,22173.111
2001,57,1944,silent,21467.225,20987.487
2001,58,1943,silent,20569.447,20054.452
2001,59,1942,silent,20100.572,19478.541
2001,60,1941,silent,19905.3,19130.661
2001,61,1940,silent,19707.906,18788.289
2001,62,1939,silent,19579.5,18509.587
2001,63,1938,silent,19273.531,18070.708
2001,64,1937,silent,18644.484,17342.125
2001,65,1936,silent,17811.606,16429.045
2001,66,1935,silent,17032.889,15564.445
2001,67,1934,silent,16248.749,14699.46
2001,68,1933,silent,15519.608,13864.36
2001,69,1932,silent,14898.86,13096.784
2001,70,1931,silent,14339.777,12368.495
2001,71,1930,silent,13746.536,11622.799
2001,72,1929,silent,13143.423,10882.084
2001,73,1928,silent,12488.867,10102.289
2001,74,1927,other,11754.164,9259.499
2001,75,1926,other,10965.584,8384.981
2001,76,1925,other,10192.561,7537.783
2001,77,1924,greatest,9438.704,6710.629
2001,78,1923,greatest,8646.124,5928.73
2001,79,1922,greatest,7798.772,5212.139
2001,80,1921,greatest,6931.558,4553.737
2001,81,1920,greatest,6086.113,3921.413
2001,82,1919,greatest,5242.837,3315.505
2001,83,1918,greatest,4525.655,2789.279
2001,84,1917,greatest,3996.989,2364.224
2001,85,1916,greatest,3599.499,2017.537
2001,86,1915,greatest,3216.279,1703.379
2001,87,1914,greatest,2876.634,1430.59
2001,88,1913,greatest,2529.325,1183.223
2001,89,1912,greatest,2139.16,948.75
2001,90,1911,greatest,1735.364,733.356
2001,91,1910,greatest,1378.278,552.014
2001,92,1909,other,1053.099,399.133
2001,93,1908,other,784.055,278.402
2001,94,1907,other,588.498,192.529
2001,95,1906,other,448.979,134.349
2001,96,1905,other,291.232,87.082
2001,97,1904,other,191.172,60.493
2001,98,1903,other,120.489,36.363
2001,99,1902,other,73.691,16.133
2001,100,1901,other,137.652,31.777
2002,0,2002,z,60790.419,64871.97
2002,1,2001,z,59332.415,63365.91
2002,2,2E+03,z,58847.376,62778.396
2002,3,1999,z,58282.941,62211.238
2002,4,1998,z,58014.046,61938.073
2002,5,1997,z,57993.05,61909.294
2002,6,1996,millennial,58172.282,62075.023
2002,7,1995,millennial,58494.149,62376.745
2002,8,1994,millennial,58900.911,62755.782
2002,9,1993,millennial,59394.993,63206.704
2002,10,1992,millennial,59948.772,63697.554
2002,11,1991,millennial,60484.577,64151.925
2002,12,1990,millennial,61013.704,64594.1
2002,13,1989,millennial,61607.554,65101.508
2002,14,1988,millennial,61623.291,64988.505
2002,15,1987,millennial,60765.199,63942.166
2002,16,1986,millennial,59332.711,62285.367
2002,17,1985,millennial,57943.993,60676.909
2002,18,1984,millennial,56503.058,59012.447
2002,19,1983,millennial,55144.024,57461.794
2002,20,1982,millennial,54005.024,56184.84
2002,21,1981,millennial,53032.323,55113.144
2002,22,1980,x,51995.855,53974.266
2002,23,1979,x,50895.828,52769.915
2002,24,1978,x,50099.711,51903.17
2002,25,1977,x,49752.877,51530.7
2002,26,1976,x,49694.741,51474.694
2002,27,1975,x,49609.067,51394.049
2002,28,1974,x,49546.964,51349.069
2002,29,1973,x,49390.984,51175.516
2002,30,1972,x,49046.767,50754.474
2002,31,1971,x,48560.335,50154.266
2002,32,1970,x,48088.41,49576.081
2002,33,1969,x,47619.164,48996.572
2002,34,1968,x,46982.461,48268.443
2002,35,1967,x,46115.378,47343.743
2002,36,1966,x,45086.962,46277.91
2002,37,1965,x,44046.064,45192.447
2002,38,1964,boomer,42983.175,44084.934
2002,39,1963,boomer,41885.002,42928.033
2002,40,1962,boomer,40766.571,41727.46
2002,41,1961,boomer,39645.986,40509.833
2002,42,1960,boomer,38488.864,39256.143
2002,43,1959,boomer,37256.98,37922.519
2002,44,1958,boomer,36239.035,36812.772
2002,45,1957,boomer,35560.973,36061.048
2002,46,1956,boomer,35076.119,35511.724
2002,47,1955,boomer,34545.773,34914.322
2002,48,1954,boomer,34058.002,34366.057
2002,49,1953,boomer,33273.425,33490.22
2002,50,1952,boomer,32011.963,32089.066
2002,51,1951,boomer,30449.777,30359.886
2002,52,1950,boomer,28961.123,28708.559
