ons_id,ons_name,ft_name,region_code,region_name,2010,2011,2012
E09000030,North East Hertfordshire,North East Hertfordshire,E15000006,Eastern,0.9,0.5,0.534728682
E07000127,South West Hertfordshire,South West Hertfordshire,E15000006,Eastern,0.9,0.5,0.936619369
E09000031,Hertsmere,Hertsmere,E15000006,Eastern,0.9,0.5,0.521920181
E07000128,Hexham,Hexham,E15000001,North East,0.9,0.5,0.620447758
E09000032,Heywood and Middleton,Heywood and Middleton,E15000002,North West,0.9,0.5,0.22005329
E07000129,High Peak,High Peak,E15000004,East Midlands,0.9,0.5,0.662225215
E09000033,Hitchin and Harpenden,Hitchin and Harpenden,E15000006,Eastern,0.9,0.5,0.077503947
E07000130,Holborn and St Pancras,Holborn and St Pancras,E15000007,London,0.9,0.5,0.16218258
N09000001,Hornchurch and Upminster,Hornchurch and Upminster,E15000007,London,0.9,0.5,0.826054473
E07000131,Hornsey and Wood Green,Hornsey and Wood Green,E15000007,London,0.9,0.5,0.527245569
N09000002,Horsham,Horsham,E15000008,South East,0.9,0.5,0.979798447
E07000132,Houghton and Sunderland South,Houghton and Sunderland South,E15000001,North East,0.9,0.5,0.593037542
N09000003,Hove,Hove,E15000008,South East,0.9,0.5,0.5684493
E07000133,Huddersfield,Huddersfield,E15000003,Yorkshire and The Humber,0.9,0.5,0.2031549
N09000004,Kingston upon Hull East,Kingston upon Hull East,E15000003,Yorkshire and The Humber,0.9,0.5,0.052479135
E07000134,Kingston upon Hull North,Kingston upon Hull North,E15000003,Yorkshire and The Humber,0.9,0.5,0.170531576
N09000005,Kingston upon Hull West and Hessle,Kingston upon Hull West and Hessle,E15000003,Yorkshire and The Humber,0.9,0.5,0.176806294
E07000135,Huntingdon,Huntingdon,E15000006,Eastern,0.9,0.5,0.298258973
N09000006,Hyndburn,Hyndburn,E15000002,North West,0.9,0.5,0.309862422
N09000007,Ilford North,Ilford North,E15000007,London,0.9,0.5,0.246938067
N09000008,Ilford South,Ilford South,E15000007,London,0.9,0.5,0.763214413
N09000009,Inverclyde,Inverclyde,S92000003,Scotland,0.9,0.5,0.96203111
N09000010,"Inverness, Nairn, Badenoch and Strathspey","Inverness, Nairn, Badenoch and Strathspey",S92000003,Scotland,0.9,0.5,0.30558281
E07000136,Ipswich,Ipswich,E15000006,Eastern,0.9,0.5,0.181382325
E07000137,Isle of Wight,Isle of Wight,E15000008,South East,0.9,0.5,0.615573291
E07000138,Islington North,Islington North,E15000007,London,0.9,0.5,0.383761703
E07000139,Islington South and Finsbury,Islington South and Finsbury,E15000007,London,0.9,0.5,0.028987487
E07000140,Islwyn,Islwyn,W08000001,Wales,0.9,0.5,0.264531976
E07000141,Jarrow,Jarrow,E15000001,North East,0.9,0.5,0.107798864
E07000142,Keighley,Keighley,E15000003,Yorkshire and The Humber,0.9,0.5,0.871662936
E07000143,Kenilworth and Southam,Kenilworth and Southam,E15000005,West Midlands,0.9,0.5,0.138379801
E07000144,Kensington,Kensington,E15000007,London,0.9,0.5,0.309126017
E07000145,Kettering,Kettering,E15000004,East Midlands,0.9,0.5,0.036799144
E07000146,Kilmarnock and Loudoun,Kilmarnock and Loudoun,S92000003,Scotland,0.9,0.5,0.006801381
E07000147,Kingston and Surbiton,Kingston and Surbiton,E15000007,London,0.9,0.5,0.717197623
E07000148,Kingswood,Kingswood,E15000009,South West,0.9,0.5,0.266240338
E07000149,Kirkcaldy and Cowdenbeath,Kirkcaldy and Cowdenbeath,S92000003,Scotland,0.9,0.5,0.818274759
E07000150,Knowsley,Knowsley,E15000002,North West,0.9,0.5,0.286894739
E07000151,Lagan Valley,Lagan Valley,N92000002,Northern Ireland,0.9,0.5,0.448788045
E07000152,Lanark and Hamilton East,Lanark and Hamilton East,S92000003,Scotland,0.9,0.5,0.026415827
E07000153,West Lancashire,West Lancashire,E15000002,North West,0.9,0.5,0.114931845
E07000154,Lancaster and Fleetwood,Lancaster and Fleetwood,E15000002,North West,0.9,0.5,0.011278822
E07000155,Leeds Central,Leeds Central,E15000003,Yorkshire and The Humber,0.9,0.5,0.396461121
E07000156,Leeds East,Leeds East,E15000003,Yorkshire and The Humber,0.9,0.5,0.33450892
E07000163,Leeds North East,Leeds North East,E15000003,Yorkshire and The Humber,0.9,0.5,0.063376723
E07000164,Leeds North West,Leeds North West,E15000003,Yorkshire and The Humber,0.9,0.5,0.47125355
E07000165,Leeds West,Leeds West,E15000003,Yorkshire and The Humber,0.9,0.5,0.652505579
E07000166,Leicester East,Leicester East,E15000004,East Midlands,0.9,0.5,0.125108764
E07000167,Leicester South,Leicester South,E15000004,East Midlands,0.9,0.5,0.167888493
E07000168,Leicester West,Leicester West,E15000004,East Midlands,0.9,0.5,0.25647043
E07000169,North West Leicestershire,North West Leicestershire,E15000004,East Midlands,0.9,0.5,0.038083566
E07000170,South Leicestershire,South Leicestershire,E15000004,East Midlands,0.9,0.5,0.147224454
E07000171,Leigh,Leigh,E15000002,North West,0.9,0.5,0.786676725
E07000172,Lewes,Lewes,E15000008,South East,0.9,0.5,0.566239468
E07000173,"Lewisham, Deptford","Lewisham, Deptford",E15000007,London,0.9,0.5,0.51956033
E07000174,Lewisham East,Lewisham East,E15000007,London,0.9,0.5,0.302787977
E07000175,Lewisham West and Penge,Lewisham West and Penge,E15000007,London,0.9,0.5,0.788876155
E07000176,Leyton and Wanstead,Leyton and Wanstead,E15000007,London,0.9,0.5,0.607888258
E07000177,Lichfield,Lichfield,E15000005,West Midlands,0.9,0.5,0.283246337
E07000178,Lincoln,Lincoln,E15000004,East Midlands,0.9,0.5,0.235121118
E07000179,Linlithgow and East Falkirk,Linlithgow and East Falkirk,S92000003,Scotland,0.9,0.5,0.513220896
E07000180,"Liverpool, Riverside","Liverpool, Riverside",E15000002,North West,0.9,0.5,0.399352478
E07000181,"Liverpool, Walton","Liverpool, Walton",E15000002,North West,0.9,0.5,0.950850864
E07000187,"Liverpool, Wavertree","Liverpool, Wavertree",E15000002,North West,0.9,0.5,0.738435191
E07000188,"Liverpool, West Derby","Liverpool, West Derby",E15000002,North West,0.9,0.5,0.835926387
E07000189,Livingston,Livingston,S92000003,Scotland,0.9,0.5,0.511225434
E07000190,Llanelli,Llanelli,W08000001,Wales,0.9,0.5,0.590759966
E07000191,East Londonderry,East Londonderry,N92000002,Northern Ireland,0.9,0.5,0.648790394
E07000192,Loughborough,Loughborough,E15000004,East Midlands,0.9,0.5,0.742661264
E07000193,Louth and Horncastle,Louth and Horncastle,E15000004,East Midlands,0.9,0.5,0.329614149
E07000194,Ludlow,Ludlow,E15000005,West Midlands,0.9,0.5,0.551166634
E07000195,Luton North,Luton North,E15000006,Eastern,0.9,0.5,0.262049908
E07000196,Luton South,Luton South,E15000006,Eastern,0.9,0.5,0.113164803
E07000197,Macclesfield,Macclesfield,E15000002,North West,0.9,0.5,0.934591867
E07000198,Maidenhead,Maidenhead,E15000008,South East,0.9,0.5,0.888240975
E07000199,Maidstone and The Weald,Maidstone and The Weald,E15000008,South East,0.9,0.5,0.541413026
E07000200,Makerfield,Makerfield,E15000002,North West,0.9,0.5,0.615791472
E07000201,Maldon,Maldon,E15000006,Eastern,0.9,0.5,0.252410212
E07000202,Manchester Central,Manchester Central,E15000002,North West,0.9,0.5,0.276777561
E07000203,"Manchester, Gorton","Manchester, Gorton",E15000002,North West,0.9,0.5,0.3947237
E07000204,"Manchester, Withington","Manchester, Withington",E15000002,North West,0.9,0.5,0.479404842
E07000205,Mansfield,Mansfield,E15000004,East Midlands,0.9,0.5,0.062409949
E07000206,Meon Valley,Meon Valley,E15000008,South East,0.9,0.5,0.355814251
