id,cellName,ft_name,regionCode,regionName,2010,2011,2012
E07000188,"Liverpool, West Derby","Liverpool, West Derby",E15000002,North West,52,69,40
E07000189,Livingston,Livingston,S92000003,Scotland,77,51,36
E07000190,Llanelli,Llanelli,W08000001,Wales,69,51,34
E07000191,East Londonderry,East Londonderry,N92000002,Northern Ireland,73,62,21
E07000192,Loughborough,Loughborough,E15000004,East Midlands,73,56,25
E07000193,Louth and Horncastle,Louth and Horncastle,E15000004,East Midlands,56,48,16
E07000194,Ludlow,Ludlow,E15000005,West Midlands,87,42,12
E07000195,Luton North,Luton North,E15000006,Eastern,76,79,40
E07000196,Luton South,Luton South,E15000006,Eastern,76,62,31
E07000197,Macclesfield,Macclesfield,E15000002,North West,87,65,13
E07000198,Maidenhead,Maidenhead,E15000008,South East,79,47,16
E07000199,Maidstone and The Weald,Maidstone and The Weald,E15000008,South East,53,72,35
E07000200,Makerfield,Makerfield,E15000002,North West,84,75,22
E07000201,Maldon,Maldon,E15000006,Eastern,91,67,28
E07000202,Manchester Central,Manchester Central,E15000002,North West,78,53,22
E07000203,"Manchester, Gorton","Manchester, Gorton",E15000002,North West,52,72,30
E07000204,"Manchester, Withington","Manchester, Withington",E15000002,North West,79,66,35
E07000205,Mansfield,Mansfield,E15000004,East Midlands,65,44,11
E07000206,Meon Valley,Meon Valley,E15000008,South East,98,42,34
