number,Label,votes1,votes2,afd1,cducsu1,csu1,spd1,fdp1,green1,left1,other1,winner,second,marginality,afd2,cducsu2,csu2,spd2,fdp2,green2,left2,other2
205,Montabaur,151773,152831,0,0.4934145072,0,0.3103121108,0.02447075567,0.05939132784,0.04755127724,0.06486002122,cducsu,spd,0.1831023963,0.05123960453,0.4522577226,0,0.2780849435,0.05230614208,0.06311546741,0.05053948479,0.05245663511
206,Mainz,192493,193553,0,0.4014951193,0,0.348942559,0.0500433782,0.100465991,0.04342495571,0.05562799686,cducsu,spd,0.05255256035,0.04554308122,0.3843495063,0,0.2666659778,0.06555310432,0.1309150465,0.05503402169,0.05193926211
207,Worms,145975,146358,0.04326768282,0.4201883884,0,0.3695701319,0.02501798253,0.05556430896,0.03671176571,0.04967973968,cducsu,spd,0.05061825655,0.05594501155,0.3936921795,0,0.29837795,0.05914948278,0.0838150289,0.05054728816,0.05847305921
208,Ludwigshafen/Frankenthal,151762,152420,0,0.4332178016,0,0.3558400654,0.02486129598,0.04775240179,0.04926134342,0.08906709189,cducsu,spd,0.07737773619,0.06051699252,0.3898766566,0,0.2952434064,0.05217163102,0.07244456108,0.05601627083,0.07373048156
209,Neustadt - Speyer,161570,162803,0,0.4787089187,0,0.2860493904,0.02695426131,0.08079470199,0.04483505601,0.0826576716,cducsu,spd,0.1926595284,0.04910843166,0.436552152,0,0.257869941,0.05735152301,0.08547139795,0.04834677494,0.06529977949
210,Kaiserslautern,158986,159868,0,0.3716427862,0,0.3852729171,0.02254286541,0.05312417446,0.07430213981,0.09311511705,spd,cducsu,0.01363013095,0.04441789476,0.3588960893,0,0.3267820952,0.04575649911,0.0714964846,0.07573122826,0.07691970876
211,Pirmasens,124668,125594,0,0.4588266436,0,0.3222960182,0.0276414156,0.0405797799,0.06004748612,0.09060865659,cducsu,spd,0.1365306253,0.0434813765,0.4369396627,0,0.2795356466,0.05051196713,0.04745449623,0.06506680255,0.07701004825
212,Südpfalz,155116,155844,0,0.4883313133,0,0.2796939065,0.0400796823,0.07132726476,0.04066634003,0.07990149308,cducsu,spd,0.2086374068,0.04866404866,0.4268563435,0,0.2601126768,0.06209414543,0.08452041785,0.0483688817,0.06938348605
213,Altötting,110861,110861,0.03309549797,0.6577155176,0.6577155176,0.1436122712,0.02068355869,0.05439243738,0.02554550293,-0.5927603034,cducsu,cducsu,0,0.04055528996,0.5863017653,0.5863017653,0.1515140581,0.03937363004,0.05767582829,0.02923480755,-0.4909571445
214,Erding - Ebersberg,142543,142697,0.04479350091,0.5541555881,0.5541555881,0.1910511214,0.02192320914,0.07981451211,0.02604126474,-0.4719347846,cducsu,cducsu,0,0.05182309369,0.5105222955,0.5105222955,0.1658759469,0.05131152021,0.08820788103,0.02927882156,-0.4075418544
215,Freising,154442,154775,0.03791067197,0.5291889512,0.5291889512,0.1758912731,0.0249543518,0.1176428692,0.02874865645,-0.4435257249,cducsu,cducsu,0,0.04796640284,0.5099273138,0.5099273138,0.1630948151,0.04682926829,0.09297367146,0.03249878856,-0.4032175739
216,Fürstenfeldbruck,187040,187253,0.04636441403,0.5555175364,0.5555175364,0.2008928571,0.02243370402,0.07760372113,0.02724550898,-0.485575278,cducsu,cducsu,0,0.05237299269,0.5044405163,0.5044405163,0.185097168,0.05049318302,0.08857534993,0.03049884381,-0.4159185701
217,Ingolstadt,173332,173199,0.02814252417,0.6153970415,0.6153970415,0.1647762675,0.02002515404,0.06542358018,0.03897145363,-0.5481330626,cducsu,cducsu,0,0.03515609213,0.5589177767,0.5589177767,0.1725183171,0.04276583583,0.06207888036,0.03558334632,-0.465938025
218,München-Nord,154757,155244,0,0.4324844757,0.4324844757,0.3142022655,0.03714856194,0.1031423457,0.03697409487,-0.3564362194,cducsu,cducsu,0,0.04577310556,0.3678080956,0.3678080956,0.247030481,0.08230913916,0.1363917446,0.04565715905,-0.2927778207
219,München-Ost,167440,168042,0,0.44639871,0.44639871,0.2869744386,0.04132823698,0.1021261347,0.03411968466,-0.357345915,cducsu,cducsu,0,0.04645862344,0.3948358149,0.3948358149,0.233197653,0.08197355423,0.12924745,0.04243581962,-0.32298473
220,München-Süd,153171,153397,0.03043004224,0.434240163,0.434240163,0.2844598521,0.03035822708,0.1136442277,0.03934817949,-0.3667208545,cducsu,cducsu,0,0.04616778685,0.3787362204,0.3787362204,0.2404023547,0.06992965964,0.1397680528,0.04785621622,-0.301596511
221,München-West/Mitte,173019,173533,0,0.4257393697,0.4257393697,0.28562759,0.04036550899,0.1314479913,0.04123824551,-0.3501580751,cducsu,cducsu,0,0.04177303452,0.3700794662,0.3700794662,0.2368886609,0.07404931627,0.1559818594,0.04789867057,-0.296750474
222,München-Land,190872,190860,0.03984869441,0.5248333962,0.5248333962,0.2032042416,0.03892137139,0.1114830881,0.02093549604,-0.464059684,cducsu,cducsu,0,0.04874253379,0.4689510636,0.4689510636,0.1964633763,0.08540291313,0.09933983024,0.02818820078,-0.3960389815
223,Rosenheim,161622,161811,0.04065659378,0.5813812476,0.5813812476,0.125162416,0.02643204514,0.09358255683,0.02432837114,-0.4729244781,cducsu,cducsu,0,0.0481549462,0.5411807603,0.5411807603,0.1481110679,0.04968759849,0.08424025561,0.02897207236,-0.4415274611
224,Starnberg,180104,181088,0,0.5407042598,0.5407042598,0.1758872651,0.07429596233,0.08900968329,0.02798938391,-0.4485908142,cducsu,cducsu,0,0.05610531896,0.5146724245,0.5146724245,0.1510039318,0.07369897508,0.09065758084,0.02648436119,-0.4272950168
225,Traunstein,139912,140330,0,0.6260935445,0.6260935445,0.1756103837,0.02367916976,0.08557521871,0.02942563897,-0.5664775001,cducsu,cducsu,0,0.03275849783,0.5725860472,0.5725860472,0.1487565025,0.04374688235,0.08789282406,0.02987956959,-0.4882063707
226,Weilheim,182216,182770,0,0.5720463626,0.5720463626,0.16474404,0.02922355885,0.08538767177,0.02920160688,-0.4526496027,cducsu,cducsu,0,0.05288066969,0.5246211085,0.5246211085,0.1550692127,0.05176451278,0.08763473218,0.03079827105,-0.4273896154
227,Deggendorf,93098,93202,0.0326537627,0.6138155492,0.6138155492,0.158746697,0.02094567015,0.0449741133,0.03009731681,-0.5150486584,cducsu,cducsu,0,0.04063217528,0.5630887749,0.5630887749,0.1656402223,0.03816441707,0.04361494389,0.0333361945,-0.4475655029
228,Landshut,169996,170438,0,0.580619544,0.580619544,0.1619861644,0.03027718299,0.0828548907,0.02894185746,-0.4652991835,cducsu,cducsu,0,0.03585468029,0.5401905678,0.5401905678,0.1593541346,0.04687334984,0.06704490783,0.03028080592,-0.4197890142
229,Passau,116111,116442,0.03114261353,0.5979450698,0.5979450698,0.1967513845,0,0.05129574287,0.03240864345,-0.5074885239,cducsu,cducsu,0,0.03880043283,0.53902372,0.53902372,0.1855945449,0.04464025008,0.0592140293,0.03777846482,-0.4440751619
230,Rottal-Inn,102641,102972,0.03048489395,0.6113346518,0.6113346518,0.1619138551,0.02016737951,0.04650188521,0.02599351136,-0.5077308288,cducsu,cducsu,0,0.03615545974,0.5875480713,0.5875480713,0.1517499903,0.04073923008,0.04851804374,0.02673542322,-0.4789942897
231,Straubing,110370,110549,0.03317930597,0.6122950077,0.6122950077,0.1757724019,0.0235208843,0.03245447132,0.02497961403,-0.5144966929,cducsu,cducsu,0,0.03957521099,0.5779066296,0.5779066296,0.1609241151,0.04208993297,0.0391138771,0.029823879,-0.4673402744
232,Amberg,149479,149736,0,0.5836806508,0.5836806508,0.2090795363,0.02105981442,0.04927113508,0.03284073348,-0.4796125208,cducsu,cducsu,0,0.03521531228,0.5347611797,0.5347611797,0.1939146231,0.03761954373,0.06008575092,0.03373938131,-0.4300969707
233,Regensburg,170560,170639,0.03652087242,0.4845684803,0.4845684803,0.2201043621,0.0400445591,0.08326688555,0.03423428705,-0.3833079268,cducsu,cducsu,0,0.0410222751,0.4838049918,0.4838049918,0.1928164136,0.04591564648,0.09235286189,0.03877777062,-0.3784949513
234,Schwandorf,140117,139800,0,0.5769464091,0.5769464091,0.2477643683,0.01734264936,0.03223020761,0.02726293027,-0.4784929737,cducsu,cducsu,0,0.03272532189,0.5468741059,0.5468741059,0.1936051502,0.03362660944,0.0423962804,0.03222460658,-0.4283261803
235,Weiden,117789,117710,0.02423825654,0.551239929,0.551239929,0.2197234037,0.01472972858,0.03846708946,0.02646257291,-0.4261009093,cducsu,cducsu,0,0.03604621527,0.5277886331,0.5277886331,0.2249936284,0.03358253334,0.04308894741,0.03382890154,-0.4271174921
236,Bamberg,125874,125949,0.03354147799,0.5221332444,0.5221332444,0.2287525621,0.03377981156,0.08169280392,0.03467753468,-0.4567106789,cducsu,cducsu,0,0.04137388943,0.4886581076,0.4886581076,0.197889622,0.04821792948,0.08945684364,0.04083398836,-0.3950884882
237,Bayreuth,114472,114804,0.03117792997,0.5585295968,0.5585295968,0.2563421623,0.0273691383,0.06280138374,0.02835627926,-0.5231060871,cducsu,cducsu,0,0.03863105815,0.4951569632,0.4951569632,0.2323612418,0.04824744782,0.06796801505,0.03295181353,-0.4104735027
238,Coburg,110393,110370,0.02847100813,0.5010190864,0.5010190864,0.3241600464,0.01662243077,0.03871622295,0.03334450554,-0.4433523865,cducsu,cducsu,0,0.04285584851,0.4672193531,0.4672193531,0.2782277793,0.04049107547,0.05716227236,0.04000181209,-0.3931774939
239,Hof,117749,117637,0.03539732822,0.5510704974,0.5510704974,0.2864652778,0.012968263,0.05476904262,0.04470526289,-0.5364461694,cducsu,cducsu,0,0.04343021328,0.4694016338,0.4694016338,0.2669738263,0.03755621106,0.05368208982,0.04776558396,-0.3882111921
240,Kulmbach,121082,121100,0.0316231975,0.5690606366,0.5690606366,0.2278373334,0.01648469632,0.04001420525,0.02986405907,-0.4839447647,cducsu,cducsu,0,0.03963666391,0.5233526012,0.5233526012,0.2149463254,0.03726672172,0.05281585467,0.03626754748,-0.4276383154
241,Ansbach,164872,165097,0,0.5332742976,0.5332742976,0.2324894464,0.04521083022,0.05862123344,0.03761706051,-0.4404871658,cducsu,cducsu,0,0.03603941925,0.4763260386,0.4763260386,0.2222329903,0.04614862778,0.08341157017,0.03857126417,-0.3790559489
242,Erlangen,134323,134249,0.032704749,0.4850323474,0.4850323474,0.2633726168,0.02225977681,0.08918800205,0.04177244403,-0.4193622835,cducsu,cducsu,0,0.04163904387,0.4166883925,0.4166883925,0.243115405,0.05541940722,0.1146749696,0.04350125513,-0.3317268657
243,Fürth,176841,176707,0.03159900702,0.4919503961,0.4919503961,0.2710683608,0.01831588828,0.08253176582,0.04254669449,-0.4299625087,cducsu,cducsu,0,0.044276684,0.4277985592,0.4277985592,0.2517444131,0.04669311346,0.09125841082,0.0498904967,-0.3394602364
244,Nürnberg-Nord,131621,131647,0.03355847471,0.3937745497,0.3937745497,0.3165604273,0.02701696538,0.1013212177,0.06153273414,-0.3275389186,cducsu,cducsu,0,0.04486239717,0.3475050704,0.3475050704,0.268217278,0.05431190988,0.132505868,0.07072701999,-0.2656346138
245,Nürnberg-Süd,120657,120575,0.03727922955,0.4435631584,0.4435631584,0.3227496125,0.01816720124,0.06767116703,0.05004268298,-0.3830362101,cducsu,cducsu,0,0.04758034418,0.4053991292,0.4053991292,0.2849927431,0.0421895086,0.080489322,0.05762388555,-0.3236740618
246,Roth,167199,167453,0,0.5060915436,0.5060915436,0.2763174421,0.03212339787,0.06663915454,0.0362681595,-0.4235312412,cducsu,cducsu,0,0.03901393227,0.454939595,0.454939595,0.2454838074,0.04459161675,0.08508058978,0.0381838486,-0.3622329848
247,Aschaffenburg,128900,129346,0,0.5243677269,0.5243677269,0.25064391,0.03257564003,0.07978277735,0.02824670287,-0.4399844841,cducsu,cducsu,0,0.04068931393,0.477332117,0.477332117,0.2196279746,0.05414160469,0.08608692963,0.03626706663,-0.3914771234
248,Bad Kissingen,153533,153622,0,0.5791002586,0.5791002586,0.1990712094,0.02859971472,0.07898627657,0.04513687611,-0.509994594,cducsu,cducsu,0,0.03246930778,0.5387249222,0.5387249222,0.1818164065,0.04779263387,0.06427464816,0.04521487808,-0.4490177188
249,Main-Spessart,141113,141430,0.03296648785,0.5173229965,0.5173229965,0.2325228717,0.02573823815,0.06243223516,0.03136493449,-0.4196707603,cducsu,cducsu,0,0.03947535883,0.4946121756,0.4946121756,0.2155553984,0.04534398642,0.0705083787,0.03421480591,-0.3943222796
250,Schweinfurt,139562,139859,0,0.5484874106,0.5484874106,0.230650177,0.02092976598,0.05769478798,0.05383987045,-0.4600894226,cducsu,cducsu,0,0.03335502184,0.5095417528,0.5095417528,0.2064364825,0.04222824416,0.07080702708,0.04962140441,-0.4215316855
251,Würzburg,165229,165271,0.02923820879,0.4888730187,0.4888730187,0.255015766,0.0322158943,0.09958300298,0.03252455683,-0.4263234662,cducsu,cducsu,0,0.03865166908,0.4488809289,0.4488809289,0.2252361273,0.05133992049,0.1168444555,0.04015828548,-0.3699923157
252,Augsburg-Stadt,132024,132266,0.047726171,0.4440253287,0.4440253287,0.2510528389,0.03416803006,0.1103435739,0.0485366297,-0.379877901,cducsu,cducsu,0,0.05395188484,0.4362345576,0.4362345576,0.2217349886,0.04677694948,0.1053936764,0.05587981794,-0.3562064325
253,Augsburg-Land,174639,175010,0.04530488608,0.6060559211,0.6060559211,0.1768161751,0.0227555128,0.06909682259,0.0296440085,-0.5557292472,cducsu,cducsu,0,0.05165419119,0.5369578881,0.5369578881,0.1721387349,0.04647734415,0.07239586309,0.03217530427,-0.4487572139
254,Donau-Ries,129495,129758,0,0.606386347,0.606386347,0.1765164678,0.02447970964,0.06295995984,0.04476620719,-0.5214950384,cducsu,cducsu,0,0.04187025077,0.5553800151,0.5553800151,0.1665870312,0.04488355246,0.05990382096,0.03283034572,-0.4568350314
255,Neu-Ulm,159917,160366,0.04703064715,0.5750545596,0.5750545596,0.1839704347,0.02737044842,0.0781968146,0.0346804905,-0.5213579544,cducsu,cducsu,0,0.05603432149,0.5275307734,0.5275307734,0.1809797588,0.04667448212,0.06495765935,0.03715251363,-0.4408602821
256,Oberallgäu,154104,154551,0,0.6066941806,0.6066941806,0.1734023776,0.03569667238,0.08442999533,0.03588485698,-0.5428022634,cducsu,cducsu,0,0.04331903385,0.5234647463,0.5234647463,0.1603095418,0.0566091452,0.09271373204,0.0360657647,-0.4359467101
257,Ostallgäu,166212,166340,0.0411642962,0.5976283301,0.5976283301,0.1504644671,0.01712872717,0.06039876784,0.02846364883,-0.4928765673,cducsu,cducsu,0,0.04804015871,0.5510640856,0.5510640856,0.1501202357,0.04615245882,0.07084886377,0.03168209691,-0.4489719851
258,Stuttgart I,151248,151500,0.02744499101,0.4196088543,0,0.1656220248,0.02574579499,0.27452925,0.0385062943,0.04854279065,cducsu,green,0.1450796044,0.04145874587,0.3748778878,0,0.2096765677,0.08282508251,0.1751419142,0.06225742574,0.05376237624
259,Stuttgart II,132835,133041,0.03385402944,0.4383031581,0,0.2611510521,0.02705612226,0.1393081643,0.04993412881,0.05039334513,cducsu,spd,0.177152106,0.04545215385,0.3932847769,0,0.2290196255,0.06704700055,0.1378597575,0.06691170391,0.06042498177
260,Böblingen,188749,189277,0,0.5425618149,0,0.2366952937,0.03444256658,0.09404023333,0.04037637285,0.05188371859,cducsu,spd,0.3058665211,0.05106801143,0.4688049789,0,0.1997495734,0.07140857051,0.1036206195,0.04350238011,0.06184586611
261,Esslingen,128425,128536,0.03014210629,0.5125559665,0,0.2521238077,0.01926416196,0.1108506911,0.03728246058,0.03778080592,cducsu,spd,0.2604321588,0.04539584241,0.4481079231,0,0.2194326881,0.06114240368,0.1204565258,0.04560590029,0.05985871662
262,Nürtingen,158373,158426,0.03191831941,0.5096196953,0,0.2526503886,0.02523788777,0.09903834618,0.03286545055,0.04866991217,cducsu,spd,0.2569693066,0.04796561171,0.4597982654,0,0.1988246879,0.06867559618,0.1163634757,0.04123691818,0.06713544494
263,Göppingen,130711,131103,0.05271935797,0.4903565882,0,0.2421066322,0.03360849508,0.1071830221,0.03603369265,0.03799221183,cducsu,spd,0.248249956,0.06299627011,0.4580978315,0,0.2168905364,0.05832055712,0.1012562642,0.04247805161,0.05996048908
264,Waiblingen,169399,169859,0.03838865637,0.5140644278,0,0.2296825837,0.0375090762,0.1053016842,0.03666491538,0.03838865637,cducsu,spd,0.284381844,0.0539270807,0.4560311788,0,0.2006723223,0.07845919262,0.1030913876,0.04511388858,0.0627049494
265,Ludwigsburg,160561,161271,0,0.5040763324,0,0.2116142774,0.031925561,0.1349393688,0.04819974963,0.06924471073,cducsu,spd,0.2924620549,0.05113752628,0.4401411289,0,0.2129211079,0.06907627534,0.1168343968,0.0470884412,0.06280112357
266,Neckar-Zaber,174280,175258,0,0.5318625201,0,0.2637250402,0.03100757402,0.09452605003,0.04416456277,0.03471425293,cducsu,spd,0.2681374799,0.0553640918,0.4528866015,0,0.2102557373,0.06732360292,0.1058496616,0.04148740714,0.06683289778
267,Heilbronn,170887,171590,0,0.5136552225,0,0.2705355001,0.03615254525,0.07473359589,0.04420464986,0.06071848649,cducsu,spd,0.2431197224,0.05402995513,0.4577422927,0,0.2210676613,0.06368086718,0.08544786992,0.04742700624,0.07060434757
268,Schwäbisch Hall - Hohenlohe,155765,156233,0,0.5227554329,0,0.2293711681,0.03934131544,0.09995185054,0.04253843932,0.06604179373,cducsu,spd,0.2933842648,0.04991903119,0.466194722,0,0.1998937484,0.06627921118,0.1001132923,0.04822924734,0.06937074754
269,Backnang - Schwäbisch Gmünd,127787,128608,0,0.5536400416,0,0.2478577633,0.02771017396,0.08169062581,0.03974582704,0.04935556825,cducsu,spd,0.3057822783,0.05651281413,0.4839201294,0,0.2037042797,0.05769470017,0.09063977358,0.0424079373,0.06512036576
270,Aalen - Heidenheim,160110,160933,0,0.576434951,0,0.2464805446,0.01784398226,0.07745924677,0.04952220349,0.03225907189,cducsu,spd,0.3299544063,0.04508087216,0.4934289425,0,0.2228318617,0.04515543736,0.0840846812,0.04649761081,0.06292059428
271,Karlsruhe-Stadt,148111,148606,0.04039537914,0.3946499585,0,0.2961697646,0.03182748074,0.1373091803,0.04897678093,0.05067145587,cducsu,spd,0.09848019391,0.05608118111,0.3754289867,0,0.2273461368,0.0604147881,0.1498122552,0.06011197394,0.07080467814
272,Karlsruhe-Land,157255,158105,0,0.5331976726,0,0.2590378684,0.02855235128,0.07820419065,0.03749324346,0.06351467362,cducsu,spd,0.2741598041,0.05991587869,0.4668100313,0,0.2113532146,0.06042187154,0.09598051928,0.04086524778,0.06465323677
273,Rastatt,145646,145957,0.04820592395,0.5345151944,0,0.2298861623,0.03108221304,0.08399132142,0.03483102866,0.03748815621,cducsu,spd,0.304629032,0.05753064259,0.4915968402,0,0.2058345951,0.05779784457,0.09059517529,0.04148482087,0.05516008139
274,Heidelberg,166319,166406,0.04896013083,0.4092196322,0,0.305737769,0.0311449684,0.1226077598,0.04143844059,0.04089129925,cducsu,spd,0.1034818632,0.06141004531,0.3745718303,0,0.2338557504,0.06986526928,0.1478372174,0.05656646996,0.0558934173
275,Mannheim,135167,135744,0,0.3981667123,0,0.3235701022,0.02790621971,0.1223967388,0.0662217849,0.06173844208,cducsu,spd,0.07459661012,0.06002475248,0.3506453324,0,0.2752755186,0.05471328383,0.1108483616,0.07534034653,0.07315240453
276,Odenwald - Tauber,153285,153246,0.04096943602,0.5912124474,0,0.2133020191,0.01831229409,0.05883811201,0.03364973742,0.04371595394,cducsu,spd,0.3779104283,0.05216449369,0.5188781436,0,0.1975190217,0.05191652637,0.07167560654,0.04162588257,0.06622032549
277,Rhein-Neckar,145554,145747,0.04585926873,0.496523627,0,0.2591752889,0.02548195172,0.08265660854,0.04001264136,0.05029061379,cducsu,spd,0.2373483381,0.06028254441,0.4382663108,0,0.2226872594,0.0647972171,0.09545307965,0.04774712344,0.07076646518
278,Bruchsal - Schwetzingen,142639,143035,0.04400619746,0.5183995962,0,0.2471413849,0.02780445741,0.06784960635,0.03747222008,0.05732653762,cducsu,spd,0.2712582113,0.06082427378,0.4660118153,0,0.2157583808,0.05686020904,0.08177019611,0.04444366763,0.07433145734
279,Pforzheim,157197,157396,0.05117782146,0.4945196155,0,0.2293873293,0.05766013346,0.0797661533,0.04093589572,0.04655305127,cducsu,spd,0.2651322862,0.07229535693,0.4510724542,0,0.2019619304,0.0709738494,0.08946224809,0.04604945488,0.06818470609
280,Calw,142709,143270,0,0.5852048574,0,0.2024539447,0.02853358933,0.07032492695,0.04270228227,0.07078039927,cducsu,spd,0.3827509127,0.06290919243,0.5113631605,0,0.1764849585,0.06417254136,0.07640120053,0.04151601871,0.06715292804
281,Freiburg,166534,166579,0.02526210864,0.3489137353,0,0.3002630094,0.01910720934,0.2087381556,0.04853663516,0.0491791466,cducsu,spd,0.04865072598,0.03832415851,0.3542283241,0,0.2208621735,0.04837944759,0.1983683417,0.07867138115,0.06116617341
282,Lörrach - Müllheim,162043,162202,0.03591022136,0.5011324155,0,0.2462432811,0.02379615287,0.1201409502,0.03890942528,0.03386755367,cducsu,spd,0.2548891344,0.05096731236,0.4370353017,0,0.2178024932,0.05646662803,0.1269589771,0.04843343485,0.06233585283
283,Emmendingen - Lahr,150615,151269,0,0.5231683431,0,0.2640640042,0.01820535803,0.1153138798,0.04648939349,0.03275902135,cducsu,spd,0.2591043389,0.04510507771,0.457939168,0,0.2124096808,0.05122662277,0.1209302633,0.04638095049,0.06600823698
284,Offenburg,142873,142822,0.03893667803,0.5605187824,0,0.2020115767,0.02143862031,0.09876603697,0.04257627403,0.03575203152,cducsu,spd,0.3585072057,0.05421433673,0.4829298007,0,0.1921832771,0.05699402053,0.107203372,0.04734564703,0.05912954587
285,Rottweil - Tuttlingen,140930,141168,0.05046476974,0.5784219116,0,0.1777052437,0.03344923011,0.07483147662,0.03753636557,0.04759100263,cducsu,spd,0.4007166678,0.05818599116,0.5171001927,0,0.1753726057,0.06393091919,0.07356483056,0.03967613057,0.07216933016
286,Schwarzwald-Baar,117366,117345,0.03921919466,0.5666462178,0,0.1892456078,0.02510096621,0.07654687047,0.03530835165,0.06793279144,cducsu,spd,0.3774006101,0.05707102987,0.4935191103,0,0.1910094167,0.05908219353,0.09044271166,0.04141633644,0.0674592015
287,Konstanz,145650,145816,0.04017851013,0.5185307243,0,0.1919395812,0.03759697906,0.1326604875,0.04105732921,0.0380363886,cducsu,spd,0.3265911432,0.05504882866,0.4359123827,0,0.2023371921,0.07362017886,0.1265018928,0.05002880342,0.05655072146
288,Waldshut,126441,127036,0,0.5141449372,0,0.2796482154,0.03309053234,0.1009799037,0.04439224619,0.02774416526,cducsu,spd,0.2344967218,0.04706539878,0.4928524198,0,0.189946157,0.05751912844,0.1101026481,0.04315312195,0.05936112598
289,Reutlingen,148131,148022,0.04344127833,0.5189325664,0,0.2015715819,0.03824317665,0.124207627,0.04027516185,0.03332860779,cducsu,spd,0.3173609845,0.05570117955,0.4620529381,0,0.1929307806,0.0705368121,0.1094094121,0.04789152964,0.06147734796
290,Tübingen,147979,148281,0.03433595307,0.4686746092,0,0.2038127032,0.02269240906,0.1654086053,0.0647997351,0.04027598511,cducsu,spd,0.2648619061,0.04596003534,0.4173764677,0,0.205130799,0.05535436098,0.148218585,0.06622561218,0.06173413991
291,Ulm,165046,165468,0.03628685336,0.5209699114,0,0.2382426717,0.0264835258,0.09719108612,0.03642620845,0.0443997431,cducsu,spd,0.2827272397,0.04737471898,0.4857132497,0,0.2020451084,0.05234849034,0.1028778978,0.0428300336,0.06681050112
292,Biberach,119587,120088,0,0.5898634467,0,0.1989012184,0.02146554391,0.08992616254,0.03355715922,0.06628646927,cducsu,spd,0.3909622283,0.04223569382,0.5626457265,0,0.1483412164,0.04872260342,0.09065851709,0.0339334488,0.07346279395
293,Bodensee,126766,127209,0,0.5390483253,0,0.2059306123,0.03908776801,0.1122067431,0.04535127716,0.05837527413,cducsu,spd,0.333117713,0.0447216785,0.4870803166,0,0.1817874521,0.06356468489,0.1175624366,0.04425001376,0.06103341745
294,Ravensburg,134247,134506,0.02736746445,0.5163020403,0,0.2004439578,0.02473053402,0.1363009974,0.03295418147,0.0619008246,cducsu,spd,0.3158580825,0.03865998543,0.4999851308,0,0.1729736963,0.05239171487,0.1231989651,0.0428977146,0.06989279289
295,Zollernalb - Sigmaringen,130191,131061,0,0.6065396226,0,0.1819173368,0.02357305805,0.08297040502,0.04193838284,0.06306119471,cducsu,spd,0.4246222857,0.04700864483,0.5278152921,0,0.1712713927,0.05640884779,0.08399142384,0.04088935686,0.07261504185
296,Saarbrücken,139051,139335,0.04089147147,0.3691019842,0,0.3616370972,0.01733177036,0.05337609942,0.1093267938,0.04833478364,cducsu,spd,0.007464886984,0.04718843076,0.3338213658,0,0.3109699645,0.04482721499,0.0783004988,0.1167545843,0.06813794093
297,Saarlouis,149927,149930,0.04280749965,0.444843157,0,0.3488564435,0.01248607656,0.03719810308,0.07294216519,0.04086655506,cducsu,spd,0.09598671353,0.05099046222,0.4005335823,0,0.3070566264,0.03655039018,0.05251117188,0.08976188888,0.06259587808
298,St. Wendel,134056,134193,0.04748015755,0.4540266754,0,0.334695948,0.01656770305,0.02829414573,0.07643820493,0.04249716536,cducsu,spd,0.1193307275,0.05430238537,0.4091942203,0,0.3044942732,0.03363811823,0.04536749309,0.0904592639,0.06254424597
299,Homburg,138915,139102,0.04638088039,0.3977252277,0,0.376244466,0.01360544218,0.03566209553,0.09064535867,0.03973652953,cducsu,spd,0.02148076162,0.05595893661,0.3658610228,0,0.3189386206,0.03785711205,0.05123578381,0.1019395839,0.0682089402
901,Schleswig-Holstein,1626998,1628290,0.0360670388,0.4355887346,0,0.3668609304,0.02306456431,0.06878988173,0.04067798485,0.02895086534,cducsu,spd,0.06872780421,0.04565894282,0.3922863863,0,0.315499696,0.05632534745,0.09404774334,0.05169656511,0.04448531895
902,Hamburg,889953,890829,0.03352424229,0.3438147857,0,0.3779266995,0.01989655633,0.1061550441,0.07527925632,0.04340341569,spd,cducsu,0.03411191378,0.04169374818,0.3209673237,0,0.3243069096,0.04812259143,0.1266528144,0.08789116654,0.05036544612
903,Niedersachsen,4437558,4445260,0.01857417976,0.4386462104,0,0.3829935293,0.01854420832,0.06757883503,0.04273634283,0.03092669437,cducsu,spd,0.05565268105,0.03731502769,0.4106828397,0,0.3306904433,0.04176291151,0.08816154736,0.05037613098,0.04101109946
904,Bremen,328811,329412,0.03273613109,0.2958082303,0,0.4058167154,0.01934241859,0.11455517,0.08673979885,0.04500153584,spd,cducsu,0.1100084851,0.03736050903,0.2928217551,0,0.355797603,0.03401211856,0.1214709847,0.1010406421,0.0574963875
905,Nordrhein-Westfalen,9472593,9498157,0.0181060244,0.4379804981,0,0.3665860024,0.02417099521,0.06399884382,0.0510861176,0.03807151854,cducsu,spd,0.07139449568,0.03919265601,0.3976100837,0,0.318828379,0.05243406695,0.08008311507,0.06137243257,0.05047926666
906,Hessen,3141269,3148091,0.01206837109,0.4454269914,0,0.3440736849,0.0260111439,0.07533675085,0.05320620424,0.04387685359,cducsu,spd,0.1013533066,0.05600822848,0.3916640275,0,0.2880812531,0.05563498641,0.09946821741,0.05992647608,0.04921681108
907,Rheinland-Pfalz,2201264,2214497,0.00286926057,0.4662593855,0,0.3252808386,0.02888567659,0.06053612833,0.04812144295,0.06804726739,cducsu,spd,0.1409785469,0.04805335026,0.4328996607,0,0.2749653759,0.05538052208,0.07648328266,0.05434100836,0.05787680001
908,Baden-Württemberg,5627411,5642019,0.02376350332,0.5106975481,0,0.2368092538,0.02918038153,0.1091617442,0.04198218328,0.04840538571,cducsu,spd,0.2738882943,0.05246136179,0.4566815532,0,0.2056753088,0.06173623308,0.1104735734,0.04829051444,0.06468145534
