ons_id,ons_name,ft_name,region_code,region_name,2010,2011,2012
N09000004,Kingston upon Hull East,Kingston upon Hull East,E15000003,Yorkshire and The Humber,0.9,0.5,0.1
E07000134,Kingston upon Hull North,Kingston upon Hull North,E15000003,Yorkshire and The Humber,0.9,0.5,0.1
N09000005,Kingston upon Hull West and Hessle,Kingston upon Hull West and Hessle,E15000003,Yorkshire and The Humber,0.9,0.5,0.1
E07000135,Huntingdon,Huntingdon,E15000006,Eastern,0.9,0.5,0.1
N09000006,Hyndburn,Hyndburn,E15000002,North West,0.9,0.5,0.1
N09000007,Ilford North,Ilford North,E15000007,London,0.9,0.5,0.1
N09000008,Ilford South,Ilford South,E15000007,London,0.9,0.5,0.1
N09000009,Inverclyde,Inverclyde,S92000003,Scotland,0.9,0.5,0.1
N09000010,"Inverness, Nairn, Badenoch and Strathspey","Inverness, Nairn, Badenoch and Strathspey",S92000003,Scotland,0.9,0.5,0.1
E07000136,Ipswich,Ipswich,E15000006,Eastern,0.9,0.5,0.1
E07000137,Isle of Wight,Isle of Wight,E15000008,South East,0.9,0.5,0.1
E07000138,Islington North,Islington North,E15000007,London,0.9,0.5,0.1
E07000139,Islington South and Finsbury,Islington South and Finsbury,E15000007,London,0.9,0.5,0.1
E07000140,Islwyn,Islwyn,W08000001,Wales,0.9,0.5,0.1
E07000141,Jarrow,Jarrow,E15000001,North East,0.9,0.5,0.1
E07000142,Keighley,Keighley,E15000003,Yorkshire and The Humber,0.9,0.5,0.1
E07000143,Kenilworth and Southam,Kenilworth and Southam,E15000005,West Midlands,0.9,0.5,0.1
E07000144,Kensington,Kensington,E15000007,London,0.9,0.5,0.1
E07000145,Kettering,Kettering,E15000004,East Midlands,0.9,0.5,0.1
E07000146,Kilmarnock and Loudoun,Kilmarnock and Loudoun,S92000003,Scotland,0.9,0.5,0.1
E07000147,Kingston and Surbiton,Kingston and Surbiton,E15000007,London,0.9,0.5,0.1
E07000148,Kingswood,Kingswood,E15000009,South West,0.9,0.5,0.1
E07000149,Kirkcaldy and Cowdenbeath,Kirkcaldy and Cowdenbeath,S92000003,Scotland,0.9,0.5,0.1
E07000150,Knowsley,Knowsley,E15000002,North West,0.9,0.5,0.1
E07000151,Lagan Valley,Lagan Valley,N92000002,Northern Ireland,0.9,0.5,0.1
E07000152,Lanark and Hamilton East,Lanark and Hamilton East,S92000003,Scotland,0.9,0.5,0.1
E07000153,West Lancashire,West Lancashire,E15000002,North West,0.9,0.5,0.1
E07000154,Lancaster and Fleetwood,Lancaster and Fleetwood,E15000002,North West,0.9,0.5,0.1
E07000155,Leeds Central,Leeds Central,E15000003,Yorkshire and The Humber,0.9,0.5,0.1
E07000156,Leeds East,Leeds East,E15000003,Yorkshire and The Humber,0.9,0.5,0.1
E07000163,Leeds North East,Leeds North East,E15000003,Yorkshire and The Humber,0.9,0.5,0.1
E07000164,Leeds North West,Leeds North West,E15000003,Yorkshire and The Humber,0.9,0.5,0.1
E07000165,Leeds West,Leeds West,E15000003,Yorkshire and The Humber,0.9,0.5,0.1
E07000166,Leicester East,Leicester East,E15000004,East Midlands,0.9,0.5,0.1
E07000167,Leicester South,Leicester South,E15000004,East Midlands,0.9,0.5,0.1
E07000168,Leicester West,Leicester West,E15000004,East Midlands,0.9,0.5,0.1
E07000169,North West Leicestershire,North West Leicestershire,E15000004,East Midlands,0.9,0.5,0.1
E07000170,South Leicestershire,South Leicestershire,E15000004,East Midlands,0.9,0.5,0.1
E07000171,Leigh,Leigh,E15000002,North West,0.9,0.5,0.1
E07000172,Lewes,Lewes,E15000008,South East,0.9,0.5,0.1
E07000173,"Lewisham, Deptford","Lewisham, Deptford",E15000007,London,0.9,0.5,0.1
E07000174,Lewisham East,Lewisham East,E15000007,London,0.9,0.5,0.1
E07000175,Lewisham West and Penge,Lewisham West and Penge,E15000007,London,0.9,0.5,0.1
E07000176,Leyton and Wanstead,Leyton and Wanstead,E15000007,London,0.9,0.5,0.1
E07000177,Lichfield,Lichfield,E15000005,West Midlands,0.9,0.5,0.1
E07000178,Lincoln,Lincoln,E15000004,East Midlands,0.9,0.5,0.1
E07000179,Linlithgow and East Falkirk,Linlithgow and East Falkirk,S92000003,Scotland,0.9,0.5,0.1
E07000180,"Liverpool, Riverside","Liverpool, Riverside",E15000002,North West,0.9,0.5,0.1
E07000181,"Liverpool, Walton","Liverpool, Walton",E15000002,North West,0.9,0.5,0.1
E07000187,"Liverpool, Wavertree","Liverpool, Wavertree",E15000002,North West,0.9,0.5,0.1
E07000188,"Liverpool, West Derby","Liverpool, West Derby",E15000002,North West,0.9,0.5,0.1
E07000189,Livingston,Livingston,S92000003,Scotland,0.9,0.5,0.1
E07000190,Llanelli,Llanelli,W08000001,Wales,0.9,0.5,0.1
E07000191,East Londonderry,East Londonderry,N92000002,Northern Ireland,0.9,0.5,0.1
E07000192,Loughborough,Loughborough,E15000004,East Midlands,0.9,0.5,0.1
E07000193,Louth and Horncastle,Louth and Horncastle,E15000004,East Midlands,0.9,0.5,0.1
E07000194,Ludlow,Ludlow,E15000005,West Midlands,0.9,0.5,0.1
E07000195,Luton North,Luton North,E15000006,Eastern,0.9,0.5,0.1
E07000196,Luton South,Luton South,E15000006,Eastern,0.9,0.5,0.1
E07000197,Macclesfield,Macclesfield,E15000002,North West,0.9,0.5,0.1
E07000198,Maidenhead,Maidenhead,E15000008,South East,0.9,0.5,0.1
E07000199,Maidstone and The Weald,Maidstone and The Weald,E15000008,South East,0.9,0.5,0.1
E07000200,Makerfield,Makerfield,E15000002,North West,0.9,0.5,0.1
E07000201,Maldon,Maldon,E15000006,Eastern,0.9,0.5,0.1
E07000202,Manchester Central,Manchester Central,E15000002,North West,0.9,0.5,0.1
E07000203,"Manchester, Gorton","Manchester, Gorton",E15000002,North West,0.9,0.5,0.1
E07000204,"Manchester, Withington","Manchester, Withington",E15000002,North West,0.9,0.5,0.1
E07000205,Mansfield,Mansfield,E15000004,East Midlands,0.9,0.5,0.1
E07000206,Meon Valley,Meon Valley,E15000008,South East,0.9,0.5,0.1
