date,name,value
06/12/13,CDU/CSU,43
04/12/13,CDU/CSU,42
04/12/13,CDU/CSU,43
02/12/13,CDU/CSU,42.5
29/11/13,CDU/CSU,42
28/11/13,CDU/CSU,42
27/11/13,CDU/CSU,41
25/11/13,CDU/CSU,40.5
22/11/13,CDU/CSU,42
21/11/13,CDU/CSU,40
20/11/13,CDU/CSU,42
20/11/13,CDU/CSU,42
18/11/13,CDU/CSU,41
18/11/13,CDU/CSU,41
15/11/13,CDU/CSU,41
13/11/13,CDU/CSU,41
11/11/13,CDU/CSU,42
08/11/13,CDU/CSU,41
07/11/13,CDU/CSU,42
06/11/13,CDU/CSU,41
06/11/13,CDU/CSU,42
04/11/13,CDU/CSU,42
01/11/13,CDU/CSU,42
30/10/13,CDU/CSU,42
28/10/13,CDU/CSU,42
25/10/13,CDU/CSU,42
23/10/13,CDU/CSU,41
23/10/13,CDU/CSU,40
21/10/13,CDU/CSU,43
18/10/13,CDU/CSU,43
17/10/13,CDU/CSU,42
16/10/13,CDU/CSU,41
16/10/13,CDU/CSU,42
14/10/13,CDU/CSU,42
14/10/13,CDU/CSU,42
11/10/13,CDU/CSU,44
09/10/13,CDU/CSU,42
09/10/13,CDU/CSU,43
09/10/13,CDU/CSU,42
04/10/13,CDU/CSU,45
01/10/13,CDU/CSU,42
27/09/13,CDU/CSU,42
26/09/13,CDU/CSU,43
26/09/13,CDU/CSU,43
18/09/13,CDU/CSU,38
09/09/13,CDU/CSU,40
09/09/13,CDU/CSU,39
02/09/13,CDU/CSU,39
01/09/13,CDU/CSU,38
26/08/13,CDU/CSU,39
19/08/13,CDU/CSU,41
19/08/13,CDU/CSU,38
12/08/13,CDU/CSU,39
05/08/13,CDU/CSU,39
29/07/13,CDU/CSU,39
22/07/13,CDU/CSU,38
15/07/13,CDU/CSU,38
15/07/13,CDU/CSU,41
08/07/13,CDU/CSU,39
01/07/13,CDU/CSU,40
24/06/13,CDU/CSU,39
17/06/13,CDU/CSU,40
17/06/13,CDU/CSU,41
11/06/13,CDU/CSU,39
03/06/13,CDU/CSU,39
29/05/13,CDU/CSU,39
27/05/13,CDU/CSU,39
20/05/13,CDU/CSU,38
15/05/13,CDU/CSU,37
15/05/13,CDU/CSU,40
13/05/13,CDU/CSU,37
06/05/13,CDU/CSU,37
29/04/13,CDU/CSU,38
22/04/13,CDU/CSU,38
19/04/13,CDU/CSU,39
15/04/13,CDU/CSU,42
15/04/13,CDU/CSU,39
08/04/13,CDU/CSU,39
25/03/13,CDU/CSU,39
18/03/13,CDU/CSU,40
18/03/13,CDU/CSU,40
11/03/13,CDU/CSU,40
04/03/13,CDU/CSU,41
25/02/13,CDU/CSU,40
18/02/13,CDU/CSU,40
18/02/13,CDU/CSU,40
11/02/13,CDU/CSU,39
04/02/13,CDU/CSU,40
28/01/13,CDU/CSU,40
28/01/13,CDU/CSU,42
21/01/13,CDU/CSU,41
14/01/13,CDU/CSU,39
07/01/13,CDU/CSU,39
17/12/12,CDU/CSU,36
14/12/12,CDU/CSU,40
10/12/12,CDU/CSU,37
02/12/12,CDU/CSU,35
26/11/12,CDU/CSU,36
21/11/12,CDU/CSU,37
19/11/12,CDU/CSU,38
12/11/12,CDU/CSU,38
05/11/12,CDU/CSU,38
29/10/12,CDU/CSU,37
24/10/12,CDU/CSU,38
22/10/12,CDU/CSU,35
15/10/12,CDU/CSU,36
08/10/12,CDU/CSU,36
01/10/12,CDU/CSU,36
24/09/12,CDU/CSU,36
20/09/12,CDU/CSU,38
17/09/12,CDU/CSU,36
10/09/12,CDU/CSU,37
03/09/12,CDU/CSU,36
27/08/12,CDU/CSU,35
22/08/12,CDU/CSU,36
20/08/12,CDU/CSU,36
13/08/12,CDU/CSU,35
06/08/12,CDU/CSU,36
30/07/12,CDU/CSU,35
23/07/12,CDU/CSU,35
23/07/12,CDU/CSU,35
16/07/12,CDU/CSU,36
09/07/12,CDU/CSU,35
02/07/12,CDU/CSU,35
25/06/12,CDU/CSU,34
21/06/12,CDU/CSU,34
18/06/12,CDU/CSU,35
11/06/12,CDU/CSU,35
04/06/12,CDU/CSU,34
28/05/12,CDU/CSU,33
22/05/12,CDU/CSU,33
21/05/12,CDU/CSU,33
14/05/12,CDU/CSU,34
07/05/12,CDU/CSU,35
30/04/12,CDU/CSU,36
23/04/12,CDU/CSU,35
22/04/12,CDU/CSU,35
16/04/12,CDU/CSU,36
09/04/12,CDU/CSU,35
02/04/12,CDU/CSU,36
26/03/12,CDU/CSU,36
21/03/12,CDU/CSU,37
22/02/12,CDU/CSU,38
25/01/12,CDU/CSU,36
12/12/11,CDU/CSU,34
23/11/11,CDU/CSU,34
20/10/11,CDU/CSU,33
20/09/11,CDU/CSU,33
24/08/11,CDU/CSU,34
20/07/11,CDU/CSU,32
20/06/11,CDU/CSU,33
19/05/11,CDU/CSU,33
18/04/11,CDU/CSU,33
18/03/11,CDU/CSU,34
17/02/11,CDU/CSU,34
23/01/11,CDU/CSU,34
15/12/10,CDU/CSU,33
15/11/10,CDU/CSU,32
26/10/10,CDU/CSU,32
16/09/10,CDU/CSU,31
19/08/10,CDU/CSU,31
20/07/10,CDU/CSU,32
22/06/10,CDU/CSU,32
19/05/10,CDU/CSU,33
21/04/10,CDU/CSU,35
24/03/10,CDU/CSU,34
27/02/10,CDU/CSU,35
18/01/10,CDU/CSU,35
11/12/09,CDU/CSU,35
18/11/09,CDU/CSU,35
22/10/09,CDU/CSU,35
27/09/09,CDU/CSU,33.8
